	CURIE	counts
0	NCBITAXON:10	1
1	NCBITAXON:1000442	1
2	NCBITAXON:100053	1
3	NCBITAXON:1000565	2
4	NCBITAXON:1000566	1
5	NCBITAXON:1000568	1
6	NCBITAXON:1000569	1
7	NCBITAXON:1000570	1
8	NCBITAXON:1000588	1
9	NCBITAXON:1000953	1
10	NCBITAXON:100123	1
11	NCBITAXON:1001240	1
12	NCBITAXON:1001303	1
13	NCBITAXON:100133	1
14	NCBITAXON:1001551	1
15	NCBITAXON:1001583	1
16	NCBITAXON:1001585	2
17	NCBITAXON:1001586	1
18	NCBITAXON:1001589	1
19	NCBITAXON:1001591	1
20	NCBITAXON:1001592	1
21	NCBITAXON:1001593	1
22	NCBITAXON:1001594	1
23	NCBITAXON:1001595	1
24	NCBITAXON:1001598	1
25	NCBITAXON:1001599	1
26	NCBITAXON:1001603	1
27	NCBITAXON:1001635	1
28	NCBITAXON:1001702	1
29	NCBITAXON:1001703	1
30	NCBITAXON:1001705	1
31	NCBITAXON:1001707	1
32	NCBITAXON:1001709	1
33	NCBITAXON:1001710	1
34	NCBITAXON:1001713	1
35	NCBITAXON:1001714	1
36	NCBITAXON:1001727	1
37	NCBITAXON:1001729	1
38	NCBITAXON:1001730	1
39	NCBITAXON:1001733	1
40	NCBITAXON:1001734	1
41	NCBITAXON:100175	1
42	NCBITAXON:1001766	1
43	NCBITAXON:1001832	1
44	NCBITAXON:1001938	2
45	NCBITAXON:1001986	1
46	NCBITAXON:1001989	3
47	NCBITAXON:1001994	1
48	NCBITAXON:1002107	1
49	NCBITAXON:1002227	1
50	NCBITAXON:100225	1
51	NCBITAXON:100226	34
52	NCBITAXON:1002263	1
53	NCBITAXON:1002340	2
54	NCBITAXON:100235	113
55	NCBITAXON:1002367	1
56	NCBITAXON:1002526	1
57	NCBITAXON:1002528	1
58	NCBITAXON:100268	1
59	NCBITAXON:100269	1
60	NCBITAXON:100272	123
61	NCBITAXON:1002757	1
62	NCBITAXON:1002772	1
63	NCBITAXON:1002870	2
64	NCBITAXON:1002921	2
65	NCBITAXON:1003	1
66	NCBITAXON:1003020	1
67	NCBITAXON:1003143	1
68	NCBITAXON:1003181	2
69	NCBITAXON:1003195	2
70	NCBITAXON:1003232	1
71	NCBITAXON:1003239	1
72	NCBITAXON:1003335	3
73	NCBITAXON:100363	1
74	NCBITAXON:100367	1
75	NCBITAXON:1003835	12
76	NCBITAXON:1004	2
77	NCBITAXON:1004149	1
78	NCBITAXON:1004151	2
79	NCBITAXON:100424	4
80	NCBITAXON:1004253	2
81	NCBITAXON:1004260	2
82	NCBITAXON:1004279	2
83	NCBITAXON:1004326	1
84	NCBITAXON:1004386	2
85	NCBITAXON:1004497	1
86	NCBITAXON:1004511	1
87	NCBITAXON:100474	10
88	NCBITAXON:1004786	2
89	NCBITAXON:1004937	1
90	NCBITAXON:1004951	2
91	NCBITAXON:1004952	1
92	NCBITAXON:1004954	1
93	NCBITAXON:1005041	1
94	NCBITAXON:1005044	11
95	NCBITAXON:1005395	3
96	NCBITAXON:1005397	1
97	NCBITAXON:1005398	1
98	NCBITAXON:1005399	1
99	NCBITAXON:1005400	1
100	NCBITAXON:1005401	1
101	NCBITAXON:1005402	1
102	NCBITAXON:1005403	1
103	NCBITAXON:1005404	1
104	NCBITAXON:1005406	1
105	NCBITAXON:1005408	1
106	NCBITAXON:1005410	1
107	NCBITAXON:1005411	1
108	NCBITAXON:1005414	1
109	NCBITAXON:1005415	1
110	NCBITAXON:1005416	2
111	NCBITAXON:1005418	2
112	NCBITAXON:1005419	1
113	NCBITAXON:1005420	1
114	NCBITAXON:1005421	1
115	NCBITAXON:1005422	1
116	NCBITAXON:1005423	1
117	NCBITAXON:1005424	1
118	NCBITAXON:1005430	2
119	NCBITAXON:1005431	1
120	NCBITAXON:1005432	1
121	NCBITAXON:1005433	1
122	NCBITAXON:1005434	1
123	NCBITAXON:1005435	1
124	NCBITAXON:1005436	1
125	NCBITAXON:1005438	1
126	NCBITAXON:1005439	1
127	NCBITAXON:1005440	2
128	NCBITAXON:1005443	1
129	NCBITAXON:1005454	1
130	NCBITAXON:1005461	1
131	NCBITAXON:1005463	1
132	NCBITAXON:1005464	1
133	NCBITAXON:1005466	1
134	NCBITAXON:1005467	1
135	NCBITAXON:1005468	1
136	NCBITAXON:1005471	1
137	NCBITAXON:1005472	1
138	NCBITAXON:1005473	1
139	NCBITAXON:1005474	1
140	NCBITAXON:1005475	1
141	NCBITAXON:1005476	1
142	NCBITAXON:1005477	1
143	NCBITAXON:1005478	1
144	NCBITAXON:1005479	1
145	NCBITAXON:1005480	1
146	NCBITAXON:1005482	1
147	NCBITAXON:1005483	1
148	NCBITAXON:1005484	1
149	NCBITAXON:1005486	1
150	NCBITAXON:1005487	2
151	NCBITAXON:1005488	1
152	NCBITAXON:1005489	1
153	NCBITAXON:1005490	2
154	NCBITAXON:1005492	1
155	NCBITAXON:1005495	1
156	NCBITAXON:1005497	1
157	NCBITAXON:1005498	2
158	NCBITAXON:1005499	2
159	NCBITAXON:1005501	1
160	NCBITAXON:1005502	1
161	NCBITAXON:1005503	1
162	NCBITAXON:1005505	2
163	NCBITAXON:1005506	1
164	NCBITAXON:1005507	1
165	NCBITAXON:1005509	1
166	NCBITAXON:1005511	1
167	NCBITAXON:1005512	1
168	NCBITAXON:1005513	1
169	NCBITAXON:1005514	1
170	NCBITAXON:1005516	2
171	NCBITAXON:1005518	1
172	NCBITAXON:1005520	1
173	NCBITAXON:1005521	1
174	NCBITAXON:1005523	1
175	NCBITAXON:1005524	1
176	NCBITAXON:1005526	3
177	NCBITAXON:1005527	1
178	NCBITAXON:1005528	1
179	NCBITAXON:1005529	1
180	NCBITAXON:1005530	1
181	NCBITAXON:1005531	1
182	NCBITAXON:1005532	1
183	NCBITAXON:1005533	1
184	NCBITAXON:1005534	1
185	NCBITAXON:1005536	1
186	NCBITAXON:1005537	1
187	NCBITAXON:1005539	1
188	NCBITAXON:1005541	1
189	NCBITAXON:1005542	1
190	NCBITAXON:1005543	1
191	NCBITAXON:1005544	1
192	NCBITAXON:1005549	1
193	NCBITAXON:1005550	1
194	NCBITAXON:1005551	1
195	NCBITAXON:1005552	1
196	NCBITAXON:1005553	1
197	NCBITAXON:1005554	1
198	NCBITAXON:1005555	1
199	NCBITAXON:1005558	1
200	NCBITAXON:1005559	2
201	NCBITAXON:1005560	1
202	NCBITAXON:1005562	1
203	NCBITAXON:1005565	1
204	NCBITAXON:1005566	1
205	NCBITAXON:1005567	2
206	NCBITAXON:1005665	2
207	NCBITAXON:1005667	1
208	NCBITAXON:1005670	1
209	NCBITAXON:1005704	1
210	NCBITAXON:1005706	1
211	NCBITAXON:1005865	1
212	NCBITAXON:1005926	1
213	NCBITAXON:1005928	1
214	NCBITAXON:100594	1
215	NCBITAXON:1005941	2
216	NCBITAXON:1005944	3
217	NCBITAXON:1005945	2
218	NCBITAXON:1005962	8
219	NCBITAXON:1005963	1
220	NCBITAXON:1005994	1
221	NCBITAXON:1005999	1
222	NCBITAXON:1006003	1
223	NCBITAXON:1006007	1
224	NCBITAXON:100601	1
225	NCBITAXON:1006061	3
226	NCBITAXON:1006063	3
227	NCBITAXON:1006155	6
228	NCBITAXON:100620	1
229	NCBITAXON:100623	1
230	NCBITAXON:1006485	2
231	NCBITAXON:1006543	2
232	NCBITAXON:1006551	1
233	NCBITAXON:1006554	3
234	NCBITAXON:1006576	1
235	NCBITAXON:1006581	6
236	NCBITAXON:1006583	1
237	NCBITAXON:1006598	1
238	NCBITAXON:1006623	1
239	NCBITAXON:1006791	1
240	NCBITAXON:1006811	3
241	NCBITAXON:1006967	17
242	NCBITAXON:1006969	1
243	NCBITAXON:1007034	1
244	NCBITAXON:1007065	2
245	NCBITAXON:1007084	1
246	NCBITAXON:1007096	1
247	NCBITAXON:1007099	1
248	NCBITAXON:1007121	1
249	NCBITAXON:1007123	1
250	NCBITAXON:1007124	1
251	NCBITAXON:100716	2
252	NCBITAXON:1007502	1
253	NCBITAXON:1007511	1
254	NCBITAXON:1007514	1
255	NCBITAXON:100756	3
256	NCBITAXON:100761	1
257	NCBITAXON:1007690	1
258	NCBITAXON:1007691	1
259	NCBITAXON:100787	6
260	NCBITAXON:1008	1
261	NCBITAXON:100816	5
262	NCBITAXON:1008298	1
263	NCBITAXON:1008452	1
264	NCBITAXON:1008453	1
265	NCBITAXON:1008460	1
266	NCBITAXON:100860	3
267	NCBITAXON:100861	6
268	NCBITAXON:100870	2
269	NCBITAXON:1008807	1
270	NCBITAXON:100884	2
271	NCBITAXON:1008888	2
272	NCBITAXON:1008895	1
273	NCBITAXON:1008952	1
274	NCBITAXON:1008974	1
275	NCBITAXON:100902	3
276	NCBITAXON:100903	1
277	NCBITAXON:100906	1
278	NCBITAXON:1009230	1
279	NCBITAXON:1009417	1
280	NCBITAXON:1009420	1
281	NCBITAXON:1009422	1
282	NCBITAXON:1009423	1
283	NCBITAXON:1009464	1
284	NCBITAXON:100951	7
285	NCBITAXON:1009695	1
286	NCBITAXON:1009714	11
287	NCBITAXON:1009717	1
288	NCBITAXON:1009853	1
289	NCBITAXON:1010	2
290	NCBITAXON:101003	1
291	NCBITAXON:1010147	1
292	NCBITAXON:101028	14
293	NCBITAXON:1010667	1
294	NCBITAXON:1010668	1
295	NCBITAXON:1010670	1
296	NCBITAXON:1010796	2
297	NCBITAXON:1010797	5
298	NCBITAXON:1010800	1
299	NCBITAXON:1010808	1
300	NCBITAXON:1010809	1
301	NCBITAXON:1010810	2
302	NCBITAXON:1010813	1
303	NCBITAXON:1010817	1
304	NCBITAXON:1010820	1
305	NCBITAXON:1010840	1
306	NCBITAXON:101089	2
307	NCBITAXON:101090	1
308	NCBITAXON:101091	1
309	NCBITAXON:101096	4
310	NCBITAXON:101101	1
311	NCBITAXON:101103	3
312	NCBITAXON:101105	8
313	NCBITAXON:101107	1
314	NCBITAXON:101115	3
315	NCBITAXON:101117	3
316	NCBITAXON:101119	2
317	NCBITAXON:101122	3
318	NCBITAXON:101123	1
319	NCBITAXON:101127	3
320	NCBITAXON:101132	2
321	NCBITAXON:101134	2
322	NCBITAXON:101135	2
323	NCBITAXON:101136	3
324	NCBITAXON:101142	5
325	NCBITAXON:101143	1
326	NCBITAXON:101144	2
327	NCBITAXON:101162	6
328	NCBITAXON:101164	1
329	NCBITAXON:101192	1
330	NCBITAXON:101194	1
331	NCBITAXON:101201	112
332	NCBITAXON:101203	4
333	NCBITAXON:101211	2
334	NCBITAXON:101297	2
335	NCBITAXON:101302	1
336	NCBITAXON:101313	1
337	NCBITAXON:101314	1
338	NCBITAXON:101317	1
339	NCBITAXON:101359	1
340	NCBITAXON:101383	1
341	NCBITAXON:101475	2
342	NCBITAXON:101480	2
343	NCBITAXON:101486	1
344	NCBITAXON:101492	2
345	NCBITAXON:1015	2
346	NCBITAXON:101510	15
347	NCBITAXON:101534	1
348	NCBITAXON:101563	1
349	NCBITAXON:101564	2
350	NCBITAXON:101571	2
351	NCBITAXON:1015974	1
352	NCBITAXON:1016	2
353	NCBITAXON:1016849	4
354	NCBITAXON:101688	1
355	NCBITAXON:1016987	1
356	NCBITAXON:1016998	2
357	NCBITAXON:1017022	1
358	NCBITAXON:1017030	1
359	NCBITAXON:1017033	1
360	NCBITAXON:101711	2
361	NCBITAXON:1017270	1
362	NCBITAXON:1017273	2
363	NCBITAXON:1017277	1
364	NCBITAXON:1017280	1
365	NCBITAXON:1017282	3
366	NCBITAXON:1017354	8
367	NCBITAXON:101778	1
368	NCBITAXON:1018	5
369	NCBITAXON:101852	3
370	NCBITAXON:1019	2
371	NCBITAXON:10190	28
372	NCBITAXON:101920	6
373	NCBITAXON:101924	1
374	NCBITAXON:101926	1
375	NCBITAXON:10194	2
376	NCBITAXON:101940	1
377	NCBITAXON:10195	21
378	NCBITAXON:10197	8
379	NCBITAXON:10201	3
380	NCBITAXON:10205	37
381	NCBITAXON:10207	2
382	NCBITAXON:1021	1
383	NCBITAXON:102106	5
384	NCBITAXON:102109	1
385	NCBITAXON:102117	1
386	NCBITAXON:102118	1
387	NCBITAXON:102119	2
388	NCBITAXON:10212	16
389	NCBITAXON:102125	1
390	NCBITAXON:102128	7
391	NCBITAXON:102148	3
392	NCBITAXON:102169	2
393	NCBITAXON:102201	1
394	NCBITAXON:102202	1
395	NCBITAXON:102204	2
396	NCBITAXON:102225	1
397	NCBITAXON:102234	78
398	NCBITAXON:10226	8
399	NCBITAXON:102264	1
400	NCBITAXON:10228	8
401	NCBITAXON:102285	3
402	NCBITAXON:10229	7
403	NCBITAXON:102291	1
404	NCBITAXON:10230	9
405	NCBITAXON:102318	1
406	NCBITAXON:10232	10
407	NCBITAXON:10237	1
408	NCBITAXON:10239	935
409	NCBITAXON:10242	5
410	NCBITAXON:10243	15
411	NCBITAXON:10244	54
412	NCBITAXON:10245	140
413	NCBITAXON:10249	2
414	NCBITAXON:1025	2
415	NCBITAXON:10252	3
416	NCBITAXON:10253	1
417	NCBITAXON:102539	1
418	NCBITAXON:10254	1
419	NCBITAXON:10255	37
420	NCBITAXON:10258	10
421	NCBITAXON:10260	2
422	NCBITAXON:10261	8
423	NCBITAXON:102616	1
424	NCBITAXON:102617	4
425	NCBITAXON:102618	10
426	NCBITAXON:102619	1
427	NCBITAXON:102620	1
428	NCBITAXON:10264	1
429	NCBITAXON:10265	1
430	NCBITAXON:10266	4
431	NCBITAXON:102684	1
432	NCBITAXON:1026886	1
433	NCBITAXON:10271	1
434	NCBITAXON:10273	12
435	NCBITAXON:1027372	3
436	NCBITAXON:1027415	1
437	NCBITAXON:1027466	1
438	NCBITAXON:1027623	1
439	NCBITAXON:10279	5
440	NCBITAXON:1027910	2
441	NCBITAXON:1027924	3
442	NCBITAXON:102793	126
443	NCBITAXON:102796	51
444	NCBITAXON:10280	2
445	NCBITAXON:10281	2
446	NCBITAXON:1028269	1
447	NCBITAXON:1028287	1
448	NCBITAXON:1028294	1
449	NCBITAXON:10283	1
450	NCBITAXON:1028301	1
451	NCBITAXON:1028307	2
452	NCBITAXON:1028381	1
453	NCBITAXON:1028407	1
454	NCBITAXON:102862	2
455	NCBITAXON:1028688	3
456	NCBITAXON:1028729	2
457	NCBITAXON:1028796	1
458	NCBITAXON:10288	1
459	NCBITAXON:102886	1
460	NCBITAXON:10292	5
461	NCBITAXON:10293	3
