	CURIE	counts
410	NCBITAXON:10230	9
411	NCBITAXON:102318	1
412	NCBITAXON:10232	10
413	NCBITAXON:10237	1
414	NCBITAXON:10239	1048
415	NCBITAXON:10242	7
416	NCBITAXON:10243	15
417	NCBITAXON:10244	47
418	NCBITAXON:10245	157
419	NCBITAXON:10249	2
420	NCBITAXON:1025	2
421	NCBITAXON:10252	3
422	NCBITAXON:10253	1
423	NCBITAXON:10254	1
424	NCBITAXON:10255	45
425	NCBITAXON:10258	12
426	NCBITAXON:10260	2
427	NCBITAXON:10261	8
428	NCBITAXON:102616	1
429	NCBITAXON:102617	5
430	NCBITAXON:102618	9
431	NCBITAXON:102619	1
432	NCBITAXON:102620	1
433	NCBITAXON:10264	1
434	NCBITAXON:10265	1
435	NCBITAXON:10266	5
436	NCBITAXON:102684	1
437	NCBITAXON:1026886	1
438	NCBITAXON:10271	1
439	NCBITAXON:1027269	1
440	NCBITAXON:10273	12
441	NCBITAXON:1027361	2
442	NCBITAXON:1027372	3
443	NCBITAXON:1027415	1
444	NCBITAXON:1027454	1
445	NCBITAXON:1027466	1
446	NCBITAXON:1027623	1
447	NCBITAXON:10279	4
448	NCBITAXON:1027910	2
449	NCBITAXON:1027924	4
450	NCBITAXON:102793	147
451	NCBITAXON:102796	67
452	NCBITAXON:102797	1
453	NCBITAXON:10280	2
454	NCBITAXON:10281	2
455	NCBITAXON:102822	1
456	NCBITAXON:1028269	1
457	NCBITAXON:1028277	1
458	NCBITAXON:1028287	1
459	NCBITAXON:1028294	1
460	NCBITAXON:10283	1
461	NCBITAXON:1028301	1
462	NCBITAXON:1028307	2
463	NCBITAXON:1028381	1
464	NCBITAXON:1028407	1
465	NCBITAXON:1028490	1
466	NCBITAXON:102862	2
467	NCBITAXON:1028688	3
468	NCBITAXON:1028729	2
469	NCBITAXON:1028796	1
470	NCBITAXON:10288	1
471	NCBITAXON:102886	1
472	NCBITAXON:10291	1
473	NCBITAXON:10292	5
474	NCBITAXON:10293	3
475	NCBITAXON:10295	6
476	NCBITAXON:1029756	3
477	NCBITAXON:1029760	1
478	NCBITAXON:10298	195
479	NCBITAXON:1029812	1
480	NCBITAXON:1029813	1
481	NCBITAXON:1029816	1
482	NCBITAXON:1029818	1
483	NCBITAXON:1029819	1
484	NCBITAXON:1029820	1
485	NCBITAXON:1029821	2
486	NCBITAXON:10299	2
487	NCBITAXON:1029978	1
488	NCBITAXON:1029980	1
489	NCBITAXON:1029998	1
490	NCBITAXON:1029999	1
491	NCBITAXON:103	2
492	NCBITAXON:1030	2
493	NCBITAXON:1030001	1
494	NCBITAXON:1030002	1
495	NCBITAXON:1030003	1
496	NCBITAXON:1030004	1
497	NCBITAXON:1030005	1
498	NCBITAXON:1030062	1
499	NCBITAXON:1030084	1
500	NCBITAXON:1030086	2
501	NCBITAXON:1030842	1
