	CURIE	counts
0	-1	1
1	NCBITAXON:10001	2
2	NCBITAXON:10002	2
3	NCBITAXON:1000413	1
4	NCBITAXON:1000420	3
5	NCBITAXON:1000428	1
6	NCBITAXON:1000594	3
7	NCBITAXON:10006	1
8	NCBITAXON:1000642	1
9	NCBITAXON:10007	2
10	NCBITAXON:10008	2
11	NCBITAXON:10009	25
12	NCBITAXON:10010	2
13	NCBITAXON:1001094	1
14	NCBITAXON:10011	1
15	NCBITAXON:1001110	1
16	NCBITAXON:1001115	1
17	NCBITAXON:1001135	1
18	NCBITAXON:100117	2
19	NCBITAXON:1001228	2
20	NCBITAXON:1001266	1
21	NCBITAXON:1001267	2
22	NCBITAXON:1001274	1
23	NCBITAXON:1001276	1
24	NCBITAXON:1001278	1
25	NCBITAXON:1001281	1
26	NCBITAXON:1001282	1
27	NCBITAXON:1001283	1
28	NCBITAXON:1001285	1
29	NCBITAXON:1001287	1
30	NCBITAXON:10013	1
31	NCBITAXON:10015	1
32	NCBITAXON:1001548	1
33	NCBITAXON:10016	16
34	NCBITAXON:100160	2
35	NCBITAXON:100169	1
36	NCBITAXON:10017	1
37	NCBITAXON:100170	1
38	NCBITAXON:10018	2
39	NCBITAXON:100181	1
40	NCBITAXON:100182	7
41	NCBITAXON:100186	1
42	NCBITAXON:100188	2
43	NCBITAXON:10019	11
44	NCBITAXON:100190	3
45	NCBITAXON:1001920	1
46	NCBITAXON:10020	3
47	NCBITAXON:100207	1
48	NCBITAXON:100208	1
49	NCBITAXON:1002246	1
50	NCBITAXON:10023	3
51	NCBITAXON:1002492	1
52	NCBITAXON:1002506	1
53	NCBITAXON:1002512	1
54	NCBITAXON:1002517	1
55	NCBITAXON:1002525	1
56	NCBITAXON:10026	61
57	NCBITAXON:1002726	1
58	NCBITAXON:1002748	4
59	NCBITAXON:1002753	1
60	NCBITAXON:1002788	1
61	NCBITAXON:1002876	1
62	NCBITAXON:1002891	2
63	NCBITAXON:10029	541
64	NCBITAXON:100306	1
65	NCBITAXON:100310	1
66	NCBITAXON:1003161	1
67	NCBITAXON:100319	1
68	NCBITAXON:100322	1
69	NCBITAXON:10034	400
70	NCBITAXON:1003495	1
71	NCBITAXON:10036	127
72	NCBITAXON:1003630	1
73	NCBITAXON:100364	1
74	NCBITAXON:100370	9
75	NCBITAXON:1003706	1
76	NCBITAXON:1003729	1
77	NCBITAXON:1003755	1
78	NCBITAXON:1003772	1
79	NCBITAXON:1003834	3
80	NCBITAXON:1003837	2
81	NCBITAXON:1003838	1
82	NCBITAXON:100384	3
83	NCBITAXON:1003844	1
84	NCBITAXON:100385	1
85	NCBITAXON:1003875	1
