	CURIE	counts
0	-1	1972
1	DOID0040001	1
2	DOID0040084	52
3	DOID0040086	5
4	DOID0050025	1
5	DOID0050047	1
6	DOID0050050	1
7	DOID0050117	5
8	DOID0050133	2
9	DOID0050138	8
10	DOID0050157	1
11	DOID0050175	1
12	DOID0050201	1
13	DOID0050430	1
14	DOID0050434	2
15	DOID0050471	42
16	DOID0050472	2
17	DOID0050480	1
18	DOID0050481	3
19	DOID0050485	1
20	DOID0050486	2
21	DOID0050537	1
22	DOID0050589	1790
23	DOID0050592	23
24	DOID0050628	1
25	DOID0050638	2
26	DOID0050667	2
27	DOID0050674	1
28	DOID0050741	232
29	DOID0050742	6
30	DOID0050745	4
31	DOID0050746	202
32	DOID0050752	3
33	DOID0050784	1
34	DOID0050794	1
35	DOID0050799	2
36	DOID0050801	8
37	DOID0050821	3
38	DOID0050822	2
39	DOID0050823	2
40	DOID0050840	40
41	DOID0050856	27
42	DOID0050863	2
43	DOID0050882	1
44	DOID0050908	744
45	DOID0050931	1
46	DOID0050936	1
47	DOID0050999	1
48	DOID0060040	12
49	DOID0060048	1
50	DOID0060068	2
51	DOID0060108	24
52	DOID0060119	2
53	DOID0060133	2
54	DOID0060145	426
55	DOID0060169	2
56	DOID0060187	1
57	DOID0060193	111
58	DOID0060196	1
59	DOID0060201	1
60	DOID0060202	1
61	DOID0060224	5045
62	DOID0060228	1
63	DOID0060244	2
64	DOID0060287	1
65	DOID0060336	3
66	DOID0060339	1
67	DOID0060388	1
68	DOID0060469	1
69	DOID0060478	6
70	DOID0060495	1
71	DOID0060497	1
72	DOID0060498	1
73	DOID0060513	1
74	DOID0060519	1
75	DOID0060521	1
76	DOID0060544	1
77	DOID0060591	2
78	DOID0060609	1
79	DOID0060713	2
80	DOID0060743	8
81	DOID0060798	1
82	DOID0060806	1
83	DOID0060869	1
84	DOID0060888	1
85	DOID0060894	1
86	DOID0060903	2123
87	DOID0060911	1
88	DOID0070029	1
89	DOID0070039	1
90	DOID0070043	1
91	DOID0070055	1
92	DOID0070062	2
93	DOID0070079	1
94	DOID0070095	1
95	DOID0070098	1
96	DOID0070162	1
97	DOID0070198	1
98	DOID0070297	1
99	DOID0070306	4
100	DOID0070317	2
101	DOID0070327	12
102	DOID0070355	12
103	DOID0080015	7
104	DOID0080039	1
105	DOID0080044	1
106	DOID0080056	1
107	DOID0080110	2
108	DOID0080125	3
109	DOID0080181	1
110	DOID0080193	1
111	DOID0080208	957
112	DOID0080209	1
113	DOID0080218	3
114	DOID0080234	1
115	DOID0080315	42
116	DOID0080410	4
117	DOID0080422	2
118	DOID0080462	1
119	DOID0080508	1
120	DOID0080523	10
121	DOID0080544	3
122	DOID0080546	245
123	DOID0080618	1
124	DOID0080638	12
125	DOID0080665	1
126	DOID0080666	1
127	DOID0080685	45
128	DOID0080696	1
129	DOID0080745	53
130	DOID0080746	8
131	DOID0080748	1
132	DOID0080749	15
133	DOID0080763	5
134	DOID0080812	1
135	DOID0080815	1
136	DOID0080818	1
137	DOID0080821	2
138	DOID0080824	1
139	DOID0080827	4
140	DOID0080830	1
141	DOID0080832	203
142	DOID0080841	10
143	DOID0080843	1
144	DOID0080848	6
145	DOID0080850	1
146	DOID0080851	1
147	DOID0080855	304
148	DOID0080883	1
149	DOID0080906	2
150	DOID0080907	2
151	DOID0080926	1
152	DOID0080928	1
153	DOID0080933	9
154	DOID0080938	1
155	DOID0080991	1
156	DOID0081012	25
157	DOID0081013	287
158	DOID0081041	1
159	DOID0081048	1
160	DOID0081063	1
161	DOID0081085	1
162	DOID0081267	4
163	DOID0090066	1
164	DOID0090103	1
165	DOID0090112	1
166	DOID0090122	1
167	DOID0090127	1
168	DOID0090128	1
169	DOID0110029	1
170	DOID0110054	1
171	DOID0110070	1
172	DOID0110085	1
173	DOID0110086	1
174	DOID0110087	1
175	DOID0110143	1
176	DOID0110148	1
177	DOID0110153	1
178	DOID0110158	1
179	DOID0110159	1
180	DOID0110170	1
181	DOID0110186	1
182	DOID0110200	1
183	DOID0110209	2
184	DOID0110276	1
185	DOID0110278	1
186	DOID0110279	1
187	DOID0110281	1
188	DOID0110282	1
189	DOID0110299	1
190	DOID0110304	1
191	DOID0110307	1
192	DOID0110354	1
193	DOID0110388	1
194	DOID0110582	1
195	DOID0110593	1
196	DOID0110629	1
197	DOID0110650	1
198	DOID0110704	1
199	DOID0110705	1
200	DOID0110710	1
201	DOID0110781	1
202	DOID0110786	1
203	DOID0110802	1
204	DOID0110814	1
205	DOID0110824	1
206	DOID0110825	1
207	DOID0110838	1
208	DOID0110844	3
209	DOID0110845	3
210	DOID0110846	1
211	DOID0110849	1
212	DOID0110855	2
213	DOID0110880	1
214	DOID0110889	1
215	DOID0110946	1
216	DOID0110965	1
217	DOID0111025	1
218	DOID0111028	2
219	DOID0111037	1
220	DOID0111041	1
221	DOID0111063	1
222	DOID0111064	3
223	DOID0111079	1
224	DOID0111101	1
225	DOID0111140	1
226	DOID0111158	2
227	DOID0111182	1
228	DOID0111192	10
229	DOID0111193	11
230	DOID0111245	1
231	DOID0111248	2
232	DOID0111278	1
233	DOID0111342	2
234	DOID0111357	15
235	DOID0111358	1
236	DOID0111359	4
237	DOID0111365	2
238	DOID0111373	2
239	DOID0111380	1
240	DOID0111391	1
241	DOID0111394	1
242	DOID0111396	1
243	DOID0111414	2
244	DOID0111416	1
245	DOID0111425	1
246	DOID0111535	3
247	DOID0111541	1
248	DOID0111543	1
249	DOID0111567	1
250	DOID0111582	2
251	DOID0111603	2
252	DOID0111612	1
253	DOID0111622	1
254	DOID0111627	1
255	DOID0111656	4
256	DOID0111664	2
257	DOID0111670	170
258	DOID0111687	10
259	DOID0111690	1
260	DOID0111721	2
261	DOID0111746	1
262	DOID0111777	11
263	DOID0111888	1
264	DOID0111907	1
265	DOID0111935	1
266	DOID0111936	83
267	DOID0112034	1
268	DOID0112060	1
269	DOID0112105	1
270	DOID0112107	1
271	DOID0112133	1
272	DOID0112149	4
273	DOID0112180	1
274	DOID0112202	5
275	DOID0112241	1
276	DOID0112265	1
277	DOID0112316	221
278	DOID0112321	1
279	DOID0112339	1
280	DOID10003	4
281	DOID1005	3
282	DOID10074	1
283	DOID10302	1
284	DOID1039	2
285	DOID10398	1
286	DOID10439	1
287	DOID10488	1
288	DOID10608	1
289	DOID10609	2
290	DOID10791	2
291	DOID10869	1
292	DOID10871	10
293	DOID1088	37
294	DOID10907	3
295	DOID10923	1
296	DOID10932	1
297	DOID11049	7
298	DOID11060	2
299	DOID11077	2
300	DOID11132	2
301	DOID1116	332
302	DOID11168	4
303	DOID112	3
304	DOID11239	2
305	DOID11249	21
306	DOID11260	2
307	DOID11302	3
308	DOID11355	1
309	DOID11383	2
310	DOID11387	2
311	DOID11405	66
312	DOID115	3
313	DOID11506	1
314	DOID1156	1
315	DOID11572	1
316	DOID11623	1
317	DOID11633	1
318	DOID11650	2
319	DOID11656	1
320	DOID11664	1
321	DOID11716	433
322	DOID11772	1
323	DOID11786	2
324	DOID11829	1
325	DOID11832	1
326	DOID11843	1
327	DOID1187	1
328	DOID11963	1
329	DOID11981	20
330	DOID12029	1
331	DOID1205	4
332	DOID12053	1
333	DOID12070	1
334	DOID12119	1
335	DOID12211	146
336	DOID1222	1
337	DOID1234	5
338	DOID12399	2
339	DOID12474	1
340	DOID12506	20
341	DOID12556	1
342	DOID12697	1
343	DOID127	179
344	DOID12783	1
345	DOID12801	310
346	DOID12849	2
347	DOID1287	4
348	DOID12895	7
349	DOID12904	1
350	DOID12905	1
351	DOID12961	2
352	DOID12996	1
353	DOID13002	4
354	DOID13027	1
355	DOID1307	3636
356	DOID13109	1
357	DOID1312	78
358	DOID13129	2
359	DOID13137	1
360	DOID1319	5
361	DOID13208	1
362	DOID13223	12
