	CURIE	counts
738	MONDO0001660	19
739	MONDO0001661	1
740	MONDO0001670	3
741	MONDO0001703	2
742	MONDO0001705	3
743	MONDO0001762	1
744	MONDO0001819	1
745	MONDO0001822	1
746	MONDO0001944	1
747	MONDO0002026	23
748	MONDO0002030	1
749	MONDO0002032	1
750	MONDO0002045	2
751	MONDO0002050	420
752	MONDO0002066	1
753	MONDO0002072	1
754	MONDO0002095	4
755	MONDO0002105	3
756	MONDO0002113	1
757	MONDO0002120	71
758	MONDO0002127	11
759	MONDO0002169	2
760	MONDO0002181	6
761	MONDO0002238	1
762	MONDO0002245	1
763	MONDO0002268	1
764	MONDO0002271	1
765	MONDO0002280	1
766	MONDO0002282	162
767	MONDO0002305	1
768	MONDO0002308	1
769	MONDO0002358	22
770	MONDO0002376	1
771	MONDO0002404	2
772	MONDO0002447	110
773	MONDO0002480	1
774	MONDO0002505	1
775	MONDO0002520	5
776	MONDO0002571	14
777	MONDO0002594	56
778	MONDO0002614	33
779	MONDO0002621	1
780	MONDO0002623	3
781	MONDO0002654	5
782	MONDO0002695	2
783	MONDO0002729	2
784	MONDO0002770	58
785	MONDO0002771	781
786	MONDO0002848	1
787	MONDO0002896	3
788	MONDO0002897	4
789	MONDO0002912	1
790	MONDO0002918	1
791	MONDO0002989	10
792	MONDO0003004	632
793	MONDO0003005	112
794	MONDO0003055	1
795	MONDO0003057	1
796	MONDO0003140	3
797	MONDO0003155	4
798	MONDO0003198	1
799	MONDO0003210	113
800	MONDO0003220	30
801	MONDO0003227	10
802	MONDO0003252	1
803	MONDO0003429	3
804	MONDO0003432	11
805	MONDO0003472	2
806	MONDO0003541	5
807	MONDO0003803	18
808	MONDO0003825	1
809	MONDO0003864	1
810	MONDO0003890	1
811	MONDO0003900	29
812	MONDO0003927	1
813	MONDO0004001	7
814	MONDO0004059	26
815	MONDO0004095	8
816	MONDO0004200	1
817	MONDO0004225	85
818	MONDO0004235	61
819	MONDO0004298	4
820	MONDO0004323	1
821	MONDO0004335	1
822	MONDO0004357	1
823	MONDO0004389	8
824	MONDO0004567	21
825	MONDO0004570	34
826	MONDO0004619	1
827	MONDO0004646	6
828	MONDO0004653	2
829	MONDO0004713	1
830	MONDO0004729	2
831	MONDO0004754	5
832	MONDO0004763	2
833	MONDO0004770	9
834	MONDO0004790	501
835	MONDO0004895	1
836	MONDO0004946	46
837	MONDO0004948	8
838	MONDO0004949	3
839	MONDO0004952	11
840	MONDO0004958	1
841	MONDO0004963	141
842	MONDO0004967	1
843	MONDO0004970	2984
844	MONDO0004980	40
845	MONDO0004982	3634
846	MONDO0004983	8
847	MONDO0004988	93
848	MONDO0004989	10194
849	MONDO0004992	62333
850	MONDO0005005	26
851	MONDO0005008	100
852	MONDO0005010	1
853	MONDO0005011	1
854	MONDO0005017	1
855	MONDO0005026	2
856	MONDO0005028	45
857	MONDO0005030	1
858	MONDO0005036	161
859	MONDO0005040	2
860	MONDO0005043	999
861	MONDO0005044	117
862	MONDO0005057	7
863	MONDO0005072	1990
864	MONDO0005077	16
865	MONDO0005081	47
866	MONDO0005082	16
867	MONDO0005085	12
868	MONDO0005096	2571
869	MONDO0005098	7160
870	MONDO0005103	5
871	MONDO0005105	94
872	MONDO0005109	5
873	MONDO0005111	103
874	MONDO0005112	2
875	MONDO0005115	377
876	MONDO0005131	1
877	MONDO0005147	1066
878	MONDO0005148	5694
879	MONDO0005149	555
880	MONDO0005155	6
881	MONDO0005185	5
882	MONDO0005191	7
883	MONDO0005192	32
884	MONDO0005194	47
885	MONDO0005201	5
886	MONDO0005207	81
887	MONDO0005210	1
888	MONDO0005215	1
889	MONDO0005220	3
890	MONDO0005229	1
891	MONDO0005231	6
892	MONDO0005233	975
893	MONDO0005258	1519
894	MONDO0005264	29
895	MONDO0005275	215
896	MONDO0005282	18
897	MONDO0005314	82
898	MONDO0005315	1
899	MONDO0005316	195
900	MONDO0005324	35
901	MONDO0005327	249
902	MONDO0005347	256
903	MONDO0005354	369
904	MONDO0005362	179
905	MONDO0005366	422
906	MONDO0005367	9
907	MONDO0005396	42
908	MONDO0005404	46
909	MONDO0005405	24
910	MONDO0005459	17
911	MONDO0005460	44
912	MONDO0005480	9
913	MONDO0005489	143
914	MONDO0005494	12
915	MONDO0005502	362
916	MONDO0005509	1
917	MONDO0005520	16
918	MONDO0005542	565
919	MONDO0005545	44
920	MONDO0005555	2
921	MONDO0005556	214
922	MONDO0005563	12
923	MONDO0005565	11
924	MONDO0005567	1
925	MONDO0005575	6166
926	MONDO0005578	3366
927	MONDO0005579	86
928	MONDO0005582	19
929	MONDO0005590	1
930	MONDO0005594	1
931	MONDO0005595	12
932	MONDO0005614	3
933	MONDO0005627	495
934	MONDO0005647	2
935	MONDO0005674	12
936	MONDO0005717	2
937	MONDO0005720	15
938	MONDO0005725	6
939	MONDO0005737	164
940	MONDO0005744	24
941	MONDO0005774	3
942	MONDO0005779	76
943	MONDO0005790	49
944	MONDO0005794	75
945	MONDO0005815	1
946	MONDO0005822	1
947	MONDO0005828	87
948	MONDO0005829	2
949	MONDO0005837	1
950	MONDO0005845	155
951	MONDO0005848	2
952	MONDO0005855	7
953	MONDO0005859	3
954	MONDO0005866	1
955	MONDO0005875	73
956	MONDO0005898	1
957	MONDO0005907	1
958	MONDO0005918	1
959	MONDO0005920	29
960	MONDO0005921	7
961	MONDO0005952	8
962	MONDO0005969	3
963	MONDO0005983	5
964	MONDO0006019	23
965	MONDO0006031	120
966	MONDO0006033	35
967	MONDO0006047	298
968	MONDO0006060	1
969	MONDO0006081	1
970	MONDO0006082	4
971	MONDO0006206	6
972	MONDO0006216	1
973	MONDO0006238	1
974	MONDO0006243	2
975	MONDO0006248	37
976	MONDO0006256	38
977	MONDO0006279	1
978	MONDO0006290	4
979	MONDO0006446	4
980	MONDO0006485	5
981	MONDO0006512	8
982	MONDO0006592	1
983	MONDO0006685	1
984	MONDO0006698	9
985	MONDO0006727	25
986	MONDO0006730	1
987	MONDO0006762	1
988	MONDO0006769	1
989	MONDO0006806	3
990	MONDO0006807	8
991	MONDO0006810	132
992	MONDO0006826	11
993	MONDO0006835	9
994	MONDO0006843	14
995	MONDO0006848	4
996	MONDO0006897	1
997	MONDO0006899	3
998	MONDO0006918	10
999	MONDO0006957	5
1000	MONDO0006961	63
1001	MONDO0006964	58
1002	MONDO0006975	127
1003	MONDO0006989	2
1004	MONDO0007027	425
1005	MONDO0007080	9
1006	MONDO0007186	4
1007	MONDO0007191	1
1008	MONDO0007220	2
1009	MONDO0007256	4545
1010	MONDO0007295	1
1011	MONDO0007307	2
1012	MONDO0007309	7
1013	MONDO0007452	5
1014	MONDO0007453	3
1015	MONDO0007471	7
1016	MONDO0007488	27
1017	MONDO0007571	1
1018	MONDO0007617	1
1019	MONDO0007648	5
1020	MONDO0007690	1
1021	MONDO0007743	81
1022	MONDO0007827	4
1023	MONDO0007835	12
1024	MONDO0007886	5
1025	MONDO0007906	3
1026	MONDO0007920	1
1027	MONDO0007959	640
1028	MONDO0008029	3
1029	MONDO0008030	1
1030	MONDO0008040	3
1031	MONDO0008082	1
1032	MONDO0008185	1
1033	MONDO0008287	7
1034	MONDO0008294	3
1035	MONDO0008380	776
1036	MONDO0008414	3
1037	MONDO0008475	10
1038	MONDO0008541	3
1039	MONDO0008542	84
1040	MONDO0008575	56
1041	MONDO0008599	39
1042	MONDO0008608	13
1043	MONDO0008641	1
1044	MONDO0008642	5
1045	MONDO0008668	2
1046	MONDO0008670	7
1047	MONDO0008675	1
1048	MONDO0008686	3
1049	MONDO0008738	2
1050	MONDO0008771	31
1051	MONDO0008828	3
1052	MONDO0009015	1
1053	MONDO0009133	1
1054	MONDO0009265	3
1055	MONDO0009412	3
1056	MONDO0009421	1
1057	MONDO0009664	2
1058	MONDO0009675	2
1059	MONDO0009705	3
1060	MONDO0009725	1
1061	MONDO0009807	1318
1062	MONDO0009813	11
1063	MONDO0009841	3
1064	MONDO0009934	8
1065	MONDO0009945	9
1066	MONDO0010020	2
1067	MONDO0010029	482
1068	MONDO0010155	12
1069	MONDO0010168	6
1070	MONDO0010191	3
1071	MONDO0010196	1
1072	MONDO0010210	2
1073	MONDO0010315	4
1074	MONDO0010336	1
1075	MONDO0010385	2
1076	MONDO0010457	2
1077	MONDO0010506	1
1078	MONDO0010595	43
1079	MONDO0010651	1
1080	MONDO0010674	82
1081	MONDO0010679	965
1082	MONDO0010723	1
1083	MONDO0010826	10
1084	MONDO0010828	22
1085	MONDO0010888	1
1086	MONDO0010894	2
1087	MONDO0010936	1
